Pattern,Matches,MatchesText,Use,Clue,Pair,Quality,Difficulty
_andle,"['handle', 'candle', 'dandle', 'bandle']",handle candle dandle bandle,,,,,
_ulled,"['pulled', 'hulled', 'nulled', 'bulled']",pulled hulled nulled bulled,,,,,
p_lled,"['pulled', 'polled', 'pilled']",pulled polled pilled,,,,,
pulle_,"['pulled', 'pulley', 'puller', 'pullet', 'pullen']",pulled pulley puller pullet pullen,,,,,
_order,"['border', 'worder']",border worder,,,,,
b_rder,"['border', 'birder']",border birder,,,,,
bo_der,"['border', 'bonder']",border bonder,,,,,
bord_r,"['border', 'bordar']",border bordar,,,,,
borde_,"['border', 'bordel']",border bordel,,,,,
abro_d,"['abroad', 'abrood']",abroad abrood,,,,,
_rayer,"['prayer', 'brayer', 'crayer']",prayer brayer crayer,,,,,
p_ayer,"['prayer', 'player']",prayer player,,,,,
pr_yer,"['prayer', 'preyer']",prayer preyer,,,,,
pra_er,"['prayer', 'prater']",prayer prater,,,,,
_onder,"['wonder', 'yonder', 'ponder', 'conder', 'bonder']",wonder yonder ponder conder bonder,,,,,
w_nder,"['wonder', 'wander', 'winder']",wonder wander winder,,,,,
wo_der,"['wonder', 'worder']",wonder worder,,,,,
won_er,"['wonder', 'wonger']",wonder wonger,,,,,
_eague,"['league', 'teague', 'feague']",league teague feague,,,,,
s_rain,"['strain', 'sprain']",strain sprain,,,,,
str_in,"['strain', 'strein']",strain strein,,,,,
strai_,"['strain', 'strait', 'straik']",strain strait straik,,,,,
str_ck,"['struck', 'strick']",struck strick,,,,,
_urely,"['surely', 'purely']",surely purely,,,,,
s_rely,"['surely', 'sorely']",surely sorely,,,,,
sure_y,"['surely', 'surety']",surely surety,,,,,
_imber,"['timber', 'limber']",timber limber,,,,,
tim_er,"['timber', 'timmer']",timber timmer,,,,,
_eekly,"['weekly', 'meekly']",weekly meekly,,,,,
we_kly,"['weekly', 'weakly']",weekly weakly,,,,,
_olden,"['golden', 'bolden', 'yolden']",golden bolden yolden,,,,,
g_lden,"['golden', 'gulden', 'gilden']",golden gulden gilden,,,,,
go_den,"['golden', 'gowden']",golden gowden,,,,,
gold_n,"['golden', 'goldin']",golden goldin,,,,,
_ollar,"['dollar', 'collar', 'sollar']",dollar collar sollar,,,,,
_offee,"['coffee', 'toffee']",coffee toffee,,,,,
coff_e,"['coffee', 'coffle']",coffee coffle,,,,,
coffe_,"['coffee', 'coffer']",coffee coffer,,,,,
m_scle,"['muscle', 'mascle']",muscle mascle,,,,,
s_reen,"['screen', 'skreen', 'streen']",screen skreen streen,,,,,
scree_,"['screen', 'screed']",screen screed,,,,,
boug_t,"['bought', 'bouget']",bought bouget,,,,,
_iling,"['filing', 'piling', 'tiling', 'siling']",filing piling tiling siling,,,,,
fi_ing,"['filing', 'firing', 'fixing', 'fining']",filing firing fixing fining,,,,,
_loser,"['closer', 'gloser']",closer gloser,,,,,
clo_er,"['closer', 'clover']",closer clover,,,,,
close_,"['closer', 'closet', 'closen']",closer closet closen,,,,,
_alter,"['walter', 'salter', 'halter', 'falter', 'palter', 'balter']",walter salter halter falter palter balter,,,,,
w_lter,"['walter', 'welter']",walter welter,,,,,
wa_ter,"['walter', 'waiter', 'waster', 'wafter']",walter waiter waster wafter,,,,,
wal_er,"['walter', 'walker', 'waller']",walter walker waller,,,,,
smoo_h,"['smooth', 'smooch']",smooth smooch,,,,,
atten_,"['attend', 'attent']",attend attent,,,,,
_reath,"['breath', 'wreath']",breath wreath,,,,,
brea_h,"['breath', 'breach']",breath breach,,,,,
_ubber,"['rubber', 'lubber', 'dubber']",rubber lubber dubber,,,,,
r_bber,"['rubber', 'robber']",rubber robber,,,,,
_odium,"['sodium', 'podium']",sodium podium,,,,,
w_olly,"['wholly', 'woolly']",wholly woolly,,,,,
wh_lly,"['wholly', 'whally']",wholly whally,,,,,
_ntent,"['intent', 'untent']",intent untent,,,,,
in_ent,"['intent', 'invent', 'indent']",intent invent indent,,,,,
inte_t,"['intent', 'intext']",intent intext,,,,,
inten_,"['intent', 'intend']",intent intend,,,,,
a_raid,"['afraid', 'abraid']",afraid abraid,,,,,
re_ail,"['retail', 'resail']",retail resail,,,,,
retai_,"['retail', 'retain']",retail retain,,,,,
_efine,"['define', 'refine']",define refine,,,,,
de_ine,"['define', 'deline', 'decine']",define deline decine,,,,,
defi_e,"['define', 'defile']",define defile,,,,,
_armer,"['farmer', 'warmer']",farmer warmer,,,,,
_udden,"['sudden', 'cudden']",sudden cudden,,,,,
s_dden,"['sudden', 'sodden', 'sadden']",sudden sodden sadden,,,,,
varie_,"['varied', 'varier']",varied varier,,,,,
custo_,"['custom', 'custos']",custom custos,,,,,
decre_,"['decree', 'decrew']",decree decrew,,,,,
_arely,"['rarely', 'barely', 'yarely', 'warely']",rarely barely yarely warely,,,,,
rare_y,"['rarely', 'rarefy']",rarely rarefy,,,,,
imp_rt,"['import', 'impart']",import impart,,,,,
impo_t,"['import', 'impost']",import impost,,,,,
ex_ert,"['expert', 'exsert']",expert exsert,,,,,
thr_at,"['threat', 'throat']",threat throat,,,,,
threa_,"['threat', 'thread', 'threap']",threat thread threap,,,,,
d_main,"['domain', 'demain']",domain demain,,,,,
unli_e,"['unlike', 'unline', 'unlive']",unlike unline unlive,,,,,
_ender,"['tender', 'gender', 'render', 'lender', 'sender', 'bender', 'fender', 'vender', 'mender']",tender gender render lender sender bender fender vender mender,,,,,
t_nder,"['tender', 'tinder']",tender tinder,,,,,
te_der,"['tender', 'tedder']",tender tedder,,,,,
ten_er,"['tender', 'tenter']",tender tenter,,,,,
_orget,"['forget', 'gorget']",forget gorget,,,,,
for_et,"['forget', 'forlet']",forget forlet,,,,,
forg_t,"['forget', 'forgot']",forget forgot,,,,,
forge_,"['forget', 'forger']",forget forger,,,,,
ran_om,"['random', 'ransom']",random ransom,,,,,
rando_,"['random', 'randon']",random randon,,,,,
p_asma,"['plasma', 'phasma']",plasma phasma,,,,,
stea_y,"['steady', 'steamy']",steady steamy,,,,,
_emote,"['remote', 'demote', 'gemote']",remote demote gemote,,,,,
_arish,"['parish', 'garish', 'harish', 'marish', 'warish']",parish garish harish marish warish,,,,,
p_rish,"['parish', 'perish']",parish perish,,,,,
pa_ish,"['parish', 'palish']",parish palish,,,,,
pari_h,"['parish', 'pariah']",parish pariah,,,,,
_erlin,"['berlin', 'merlin']",berlin merlin,,,,,
ber_in,"['berlin', 'berain']",berlin berain,,,,,
savin_,"['saving', 'savine']",saving savine,,,,,
_eside,"['beside', 'reside']",beside reside,,,,,
be_ide,"['beside', 'betide']",beside betide,,,,,
a_sent,"['absent', 'assent']",absent assent,,,,,
dr_ver,"['driver', 'drover']",driver drover,,,,,
d_ffer,"['differ', 'duffer', 'doffer']",differ duffer doffer,,,,,
_orthy,"['worthy', 'forthy']",worthy forthy,,,,,
liste_,"['listen', 'lister', 'listel']",listen lister listel,,,,,
s_lent,"['silent', 'splent']",silent splent,,,,,
silen_,"['silent', 'silene']",silent silene,,,,,
_range,"['orange', 'grange']",orange grange,,,,,
g_nder,"['gender', 'gander']",gender gander,,,,,
ge_der,"['gender', 'gelder']",gender gelder,,,,,
t_ngue,"['tongue', 'tangue']",tongue tangue,,,,,
tongu_,"['tongue', 'tonguy']",tongue tonguy,,,,,
ren_er,"['render', 'renter', 'renner']",render renter renner,,,,,
_olony,"['colony', 'polony']",colony polony,,,,,
mo_ile,"['mobile', 'motile']",mobile motile,,,,,
falle_,"['fallen', 'faller']",fallen faller,,,,,
remed_,"['remedy', 'remede']",remedy remede,,,,,
_oting,"['voting', 'doting']",voting doting,,,,,
_uffer,"['suffer', 'buffer', 'puffer', 'duffer', 'huffer', 'luffer', 'guffer']",suffer buffer puffer duffer huffer luffer guffer,,,,,
su_fer,"['suffer', 'surfer']",suffer surfer,,,,,
_erein,"['herein', 'verein', 'serein']",herein verein serein,,,,,
here_n,"['herein', 'hereon']",herein hereon,,,,,
ato_ic,"['atomic', 'atonic']",atomic atonic,,,,,
throw_,"['thrown', 'throwe']",thrown throwe,,,,,
_ights,"['lights', 'tights']",lights tights,,,,,
light_,"['lights', 'lighte', 'lighty']",lights lighte lighty,,,,,
deca_e,"['decade', 'decane']",decade decane,,,,,
po_der,"['powder', 'ponder', 'polder', 'podder']",powder ponder polder podder,,,,,
pow_er,"['powder', 'powter']",powder powter,,,,,
en_age,"['engage', 'enrage', 'encage']",engage enrage encage,,,,,
_eaded,"['headed', 'leaded']",headed leaded,,,,,
heade_,"['headed', 'header']",headed header,,,,,
_icked,"['picked', 'wicked']",picked wicked,,,,,
pi_ked,"['picked', 'pinked']",picked pinked,,,,,
picke_,"['picked', 'picket', 'picker']",picked picket picker,,,,,
_ating,"['eating', 'bating']",eating bating,,,,,
ea_ing,"['eating', 'earing']",eating earing,,,,,
_ement,"['cement', 'dement']",cement dement,,,,,
regi_e,"['regime', 'regive']",regime regive,,,,,
_efuse,"['refuse', 'defuse']",refuse defuse,,,,,
re_use,"['refuse', 'recuse', 'retuse']",refuse recuse retuse,,,,,
refu_e,"['refuse', 'refuge', 'refute']",refuse refuge refute,,,,,
_ilter,"['filter', 'kilter', 'tilter', 'milter']",filter kilter tilter milter,,,,,
f_lter,"['filter', 'falter', 'felter']",filter falter felter,,,,,
fi_ter,"['filter', 'fitter']",filter fitter,,,,,
fil_er,"['filter', 'filler']",filter filler,,,,,
sto_ed,"['stored', 'stoled']",stored stoled,,,,,
store_,"['stored', 'storey', 'storer']",stored storey storer,,,,,
f_ying,"['flying', 'frying']",flying frying,,,,,
_riest,"['priest', 'driest']",priest driest,,,,,
_lower,"['flower', 'blower', 'glower', 'plower']",flower blower glower plower,,,,,
f_ower,"['flower', 'frower']",flower frower,,,,,
flowe_,"['flower', 'flowen']",flower flowen,,,,,
_awyer,"['lawyer', 'sawyer']",lawyer sawyer,,,,,
la_yer,"['lawyer', 'lanyer']",lawyer lanyer,,,,,
_acing,"['facing', 'racing', 'lacing']",facing racing lacing,,,,,
fa_ing,"['facing', 'fading']",facing fading,,,,,
_onest,"['honest', 'monest']",honest monest,,,,,
_utter,"['butter', 'cutter', 'gutter', 'mutter', 'rutter', 'nutter', 'putter']",butter cutter gutter mutter rutter nutter putter,,,,,
bu_ter,"['butter', 'buster', 'bunter']",butter buster bunter,,,,,
but_er,"['butter', 'butler']",butter butler,,,,,
_inger,"['finger', 'singer', 'ginger', 'linger', 'ringer', 'winger', 'tinger']",finger singer ginger linger ringer winger tinger,,,,,
fin_er,"['finger', 'finder', 'finner', 'fineer']",finger finder finner fineer,,,,,
pala_e,"['palace', 'palate']",palace palate,,,,,
so_ely,"['solely', 'sorely']",solely sorely,,,,,
_ocket,"['pocket', 'docket', 'rocket', 'socket', 'locket', 'cocket']",pocket docket rocket socket locket cocket,,,,,
p_cket,"['pocket', 'packet', 'picket']",pocket packet picket,,,,,
po_ket,"['pocket', 'porket']",pocket porket,,,,,
_idden,"['hidden', 'ridden', 'bidden', 'midden']",hidden ridden bidden midden,,,,,
m_nage,"['manage', 'menage']",manage menage,,,,,
man_ge,"['manage', 'manege']",manage manege,,,,,
mana_e,"['manage', 'manace']",manage manace,,,,,
_oster,"['foster', 'poster', 'roster', 'zoster', 'coster']",foster poster roster zoster coster,,,,,
f_ster,"['foster', 'faster', 'fester']",foster faster fester,,,,,
fo_ter,"['foster', 'fouter']",foster fouter,,,,,
den_al,"['dental', 'denial']",dental denial,,,,,
dent_l,"['dental', 'dentil', 'dentel']",dental dentil dentel,,,,,
_uling,"['ruling', 'puling']",ruling puling,,,,,
woo_en,"['wooden', 'woolen']",wooden woolen,,,,,
woode_,"['wooden', 'wooded']",wooden wooded,,,,,
_etain,"['retain', 'detain']",retain detain,,,,,
arre_t,"['arrest', 'arrect']",arrest arrect,,,,,
d_sert,"['desert', 'disert']",desert disert,,,,,
_inish,"['finish', 'minish']",finish minish,,,,,
l_mber,"['lumber', 'limber']",lumber limber,,,,,
lu_ber,"['lumber', 'lubber']",lumber lubber,,,,,
lum_er,"['lumber', 'lumper']",lumber lumper,,,,,
lumb_r,"['lumber', 'lumbar']",lumber lumbar,,,,,
_alker,"['walker', 'talker', 'calker', 'balker']",walker talker calker balker,,,,,
walk_r,"['walker', 'walkyr']",walker walkyr,,,,,
symb_l,"['symbol', 'symbal']",symbol symbal,,,,,
_witch,"['switch', 'twitch']",switch twitch,,,,,
s_itch,"['switch', 'stitch']",switch stitch,,,,,
sw_tch,"['switch', 'swatch']",switch swatch,,,,,
cam_ra,"['camera', 'camara']",camera camara,,,,,
_elate,"['relate', 'delate', 'velate', 'belate']",relate delate velate belate,,,,,
re_ate,"['relate', 'rebate', 'renate']",relate rebate renate,,,,,
rela_e,"['relate', 'relade']",relate relade,,,,,
_anded,"['handed', 'landed', 'sanded']",handed landed sanded,,,,,
hande_,"['handed', 'hander']",handed hander,,,,,
_raise,"['praise', 'braise', 'fraise', 'araise']",praise braise fraise araise,,,,,
p_aise,"['praise', 'plaise']",praise plaise,,,,,
_hence,"['thence', 'whence']",thence whence,,,,,
tur_ey,"['turkey', 'turney']",turkey turney,,,,,
re_eat,"['repeat', 'reheat', 'reseat']",repeat reheat reseat,,,,,
repe_t,"['repeat', 'repent']",repeat repent,,,,,
repea_,"['repeat', 'repeal']",repeat repeal,,,,,
mo_gan,"['morgan', 'moggan']",morgan moggan,,,,,
mor_an,"['morgan', 'morian']",morgan morian,,,,,
morga_,"['morgan', 'morgay']",morgan morgay,,,,,
_acial,"['racial', 'facial']",racial facial,,,,,
ra_ial,"['racial', 'radial']",racial radial,,,,,
en_ity,"['entity', 'enmity']",entity enmity,,,,,
pre_er,"['prefer', 'preyer']",prefer preyer,,,,,
sphe_e,"['sphere', 'sphene']",sphere sphene,,,,,
spher_,"['sphere', 'sphery']",sphere sphery,,,,,
v_ctor,"['vector', 'victor']",vector victor,,,,,
com_ly,"['comply', 'comely']",comply comely,,,,,
les_on,"['lesson', 'lesion']",lesson lesion,,,,,
less_n,"['lesson', 'lessen']",lesson lessen,,,,,
lesso_,"['lesson', 'lessor']",lesson lessor,,,,,
re_eal,"['reveal', 'repeal']",reveal repeal,,,,,
_ottle,"['bottle', 'mottle', 'pottle', 'tottle']",bottle mottle pottle tottle,,,,,
_reach,"['breach', 'preach']",breach preach,,,,,
b_each,"['breach', 'bleach']",breach bleach,,,,,
br_ach,"['breach', 'broach']",breach broach,,,,,
bre_ch,"['breach', 'breech']",breach breech,,,,,
_ighth,"['eighth', 'highth']",eighth highth,,,,,
eight_,"['eighth', 'eighty']",eighth eighty,,,,,
_erial,"['serial', 'aerial', 'ferial', 'cerial']",serial aerial ferial cerial,,,,,
ser_al,"['serial', 'serval']",serial serval,,,,,
in_ert,"['insert', 'invert']",insert invert,,,,,
inse_t,"['insert', 'insect']",insert insect,,,,,
t_esis,"['thesis', 'tmesis']",thesis tmesis,,,,,
the_is,"['thesis', 'themis']",thesis themis,,,,,
gree_e,"['greece', 'greeve', 'greeze']",greece greeve greeze,,,,,
fa_ter,"['faster', 'falter']",faster falter,,,,,
faste_,"['faster', 'fasten']",faster fasten,,,,,
stric_,"['strict', 'strick', 'strich']",strict strick strich,,,,,
ar_ive,"['arrive', 'argive']",arrive argive,,,,,
arri_e,"['arrive', 'arride']",arrive arride,,,,,
grain_,"['grains', 'grainy']",grains grainy,,,,,
_inite,"['finite', 'pinite']",finite pinite,,,,,
_ettle,"['settle', 'kettle', 'nettle', 'mettle', 'fettle']",settle kettle nettle mettle fettle,,,,,
s_ttle,"['settle', 'suttle']",settle suttle,,,,,
set_le,"['settle', 'setule']",settle setule,,,,,
sett_e,"['settle', 'settee']",settle settee,,,,,
ten_nt,"['tenant', 'tenent']",tenant tenent,,,,,
_arren,"['warren', 'barren']",warren barren,,,,,
war_en,"['warren', 'warden']",warren warden,,,,,
warr_n,"['warren', 'warrin']",warren warrin,,,,,
_nform,"['inform', 'unform', 'enform']",inform unform enform,,,,,
inf_rm,"['inform', 'infirm']",inform infirm,,,,,
defe_t,"['defeat', 'defect']",defeat defect,,,,,
_older,"['holder', 'folder', 'solder', 'molder', 'polder']",holder folder solder molder polder,,,,,
val_ed,"['valued', 'valved']",valued valved,,,,,
value_,"['valued', 'valuer']",valued valuer,,,,,
_entle,"['gentle', 'kentle']",gentle kentle,,,,,
gentl_,"['gentle', 'gently']",gentle gently,,,,,
s_ayed,"['stayed', 'swayed']",stayed swayed,,,,,
staye_,"['stayed', 'stayer']",stayed stayer,,,,,
p_lish,"['polish', 'palish']",polish palish,,,,,
po_ish,"['polish', 'popish']",polish popish,,,,,
_ombat,"['combat', 'wombat']",combat wombat,,,,,
chape_,"['chapel', 'chaped']",chapel chaped,,,,,
burne_,"['burned', 'burner', 'burnet']",burned burner burnet,,,,,
exp_nd,"['expand', 'expend']",expand expend,,,,,
gent_y,"['gently', 'gentry']",gently gentry,,,,,
_heese,"['cheese', 'pheese']",cheese pheese,,,,,
c_eese,"['cheese', 'creese']",cheese creese,,,,,
chees_,"['cheese', 'cheesy']",cheese cheesy,,,,,
ma_ure,"['mature', 'manure']",mature manure,,,,,
_night,"['knight', 'anight']",knight anight,,,,,
_osing,"['losing', 'nosing']",losing nosing,,,,,
lo_ing,"['losing', 'loving', 'lowing', 'loring']",losing loving lowing loring,,,,,
rew_rd,"['reward', 'reword']",reward reword,,,,,
_ealer,"['dealer', 'healer', 'sealer']",dealer healer sealer,,,,,
_unter,"['hunter', 'bunter', 'punter', 'aunter', 'dunter']",hunter bunter punter aunter dunter,,,,,
hu_ter,"['hunter', 'hurter', 'huxter']",hunter hurter huxter,,,,,
hun_er,"['hunter', 'hunger', 'hunker']",hunter hunger hunker,,,,,
media_,"['median', 'medial']",median medial,,,,,
_arter,"['carter', 'barter', 'garter', 'darter', 'parter']",carter barter garter darter parter,,,,,
ca_ter,"['carter', 'caster', 'canter', 'cauter']",carter caster canter cauter,,,,,
carte_,"['carter', 'cartel']",carter cartel,,,,,
_esser,"['lesser', 'cesser']",lesser cesser,,,,,
le_ser,"['lesser', 'leyser', 'leaser']",lesser leyser leaser,,,,,
les_er,"['lesser', 'lester']",lesser lester,,,,,
less_r,"['lesser', 'lessor']",lesser lessor,,,,,
lesse_,"['lesser', 'lessee', 'lessen', 'lesses']",lesser lessee lessen lesses,,,,,
exc_se,"['excuse', 'excise']",excuse excise,,,,,
excus_,"['excuse', 'excuss']",excuse excuss,,,,,
stro_e,"['stroke', 'strode', 'strove']",stroke strode strove,,,,,
_utton,"['button', 'mutton']",button mutton,,,,,
b_tton,"['button', 'batton']",button batton,,,,,
bu_ton,"['button', 'burton']",button burton,,,,,
_arker,"['parker', 'marker', 'barker', 'larker']",parker marker barker larker,,,,,
p_rker,"['parker', 'porker']",parker porker,,,,,
pa_ker,"['parker', 'packer']",parker packer,,,,,
par_er,"['parker', 'parser', 'parter']",parker parser parter,,,,,
parke_,"['parker', 'parkee']",parker parkee,,,,,
_ighty,"['eighty', 'mighty', 'lighty']",eighty mighty lighty,,,,,
washe_,"['washed', 'washer', 'washen']",washed washer washen,,,,,
nor_an,"['norman', 'norian']",norman norian,,,,,
_itter,"['bitter', 'litter', 'fitter', 'sitter', 'hitter', 'titter', 'pitter', 'nitter']",bitter litter fitter sitter hitter titter pitter nitter,,,,,
bi_ter,"['bitter', 'bister']",bitter bister,,,,,
bitt_r,"['bitter', 'bittor']",bitter bittor,,,,,
bitte_,"['bitter', 'bitten']",bitter bitten,,,,,
_lance,"['glance', 'elance']",glance elance,,,,,
radiu_,"['radius', 'radium']",radius radium,,,,,
_unnel,"['tunnel', 'funnel', 'runnel', 'gunnel']",tunnel funnel runnel gunnel,,,,,
la_ing,"['laying', 'lading', 'lacing', 'lawing']",laying lading lacing lawing,,,,,
thr_st,"['thrust', 'thrist']",thrust thrist,,,,,
thrus_,"['thrust', 'thrush']",thrust thrush,,,,,
ca_pus,"['campus', 'carpus']",campus carpus,,,,,
cam_us,"['campus', 'camous']",campus camous,,,,,
_layer,"['player', 'slayer', 'flayer']",player slayer flayer,,,,,
pla_er,"['player', 'placer', 'planer', 'plater']",player placer planer plater,,,,,
